metric,value
number_of_nodes,881.0
number_of_edges,0.0
graph_density,0.0
average_degree,0.0
connected_components,881.0
average_pairwise_correlation_before_mis,0.3342571715508132
average_pairwise_correlation_after_mis,0.3342571715508132
redundancy_reduction_percentage,0.0
selected_token_edge_count,0.0
selected_token_average_degree,0.0
similarity_threshold,0.5
