variant,mae_mean,mae_std,mae_median,rmse_mean,mape_mean,smape_mean,roi_mean,n_tokens
V0,4.053921788083445,72.83905374784568,0.0032371012210245,4.738073063628099,1142.872725053048,153.2312763676472,-0.0146195807098512,200
V1,0.6981421745835082,10.307479725465129,0.0032053202941176,0.7186278324726078,503.06532349785977,173.48808957309902,0.0376018352844963,200
V2,0.3005106638302783,3.920387819055772,0.0012033734659862,0.3081754632268695,142.33180618278095,64.55169908293503,-0.0432671979865421,200
V3,0.1230582388787006,1.5205143609360474,0.00094003203303,0.1478799754738554,95.68178935362704,53.93250491757226,0.0001986292837368,200
