sheet_name,seed,lookback,train_ratio,mae,rmse,mape,smape,directional_accuracy,roi_proxy,n_obs
groyper,11,7,0.7,0.0038193882757797,0.0040630592428814,42.15236241039112,33.455052283194924,0.32,-0.0471716296417323,25
guacamole,11,7,0.7,5.003410274607215e-09,5.747809039978073e-09,21.019610462123666,20.118974600340128,0.48,0.1933333333333332,25
gummy,11,7,0.7,0.0008903202307747,0.0009828471378244,27.19497603095445,23.32516638145872,0.24,-0.0631664483037282,25
habibisol,11,7,0.7,0.0004016715328704,0.0005273453200713,33.52181625419275,33.97278349828434,0.44,-0.1139848825019403,25
hami,11,7,0.7,0.0003284500491697,0.0003692183832844,20.32296858695544,18.42888931112544,0.6,0.0748084887374569,25
hana,11,7,0.7,5.098755718100829e-05,5.35861190873165e-05,70.15549337787374,49.87571032822206,0.24,-0.095221324305641,25
harrypottertrumphomersimpson777inu,11,7,0.7,0.0001071559694998,0.0001295893333903,20.93865696054542,19.170363860300885,0.6,0.03704377810405,25
hawk2,11,7,0.7,0.000276310186402,0.0003532590794536,100.27780849732392,105.41925159522212,0.4,-0.3738745526363946,25
hege,11,7,0.7,0.0060215730983535,0.0070238656820806,34.85690101895704,27.708350249418523,0.36,-0.0279688299586496,25
hehecat,11,7,0.7,0.0022047746057784,0.0026062723509879,36.7901163853907,28.82961694154284,0.4,-0.0144155260740593,25
hemule,11,7,0.7,0.0002491582542683,0.0003117521449876,8.733240976726144,8.685152397799952,0.76,0.0496741566464609,25
historyofpepe,11,7,0.7,0.0003925068327085,0.0004039299436895,47.88231639528091,37.695360532776135,0.28,-0.0552617523379751,25
honk,11,7,0.7,0.0001298515796209,0.0001548128450797,9.11851904317246,8.923657453929827,0.64,0.0436669247694106,25
hund,11,7,0.7,0.0023766342601989,0.002755236102824,31.30113865913212,25.744835221749334,0.44,0.0029552350470021,25
iiiilovvvyouuuu,11,7,0.7,0.0005998339208499,0.0007175887110687,35.45948596638905,29.99707577086474,0.48,0.0298392548794145,25
illuminaticoin,11,7,0.7,1.0341647959042021e-07,1.1930419949693086e-07,11.57143325798862,10.73520705324263,0.44,-0.0062461995754475,25
inferno2,11,7,0.7,1.6474774699627135e-06,1.945649875916049e-06,244.6703741850849,108.59792329209584,0.56,1.4106767537422626,25
iq50,11,7,0.7,2.851259390574508e-07,3.779172302385365e-07,8.813492055884996,8.823795323214025,0.56,0.0222038340576255,25
jeoboden,11,7,0.7,0.0009124283856883,0.0015251022867868,26.07007339785017,25.66456049709217,0.48,0.0670741542182523,25
jesuscoin,11,7,0.7,5.448418106446195e-09,7.209425424820084e-09,9.004223776964142,8.679120768312352,0.56,0.0982380952380952,25
k9financedao,11,7,0.7,8.861698769560764e-07,9.368943308477144e-07,26.497303218169844,31.11754674863054,0.6,0.0262317304093151,25
katanainu,11,7,0.7,0.0001316910322557,0.0001472999256297,38.793610136127285,30.869898709649927,0.36,-0.05257012602927,25
kekistan,11,7,0.7,6.2977288555585945e-06,6.66652969316571e-06,96.61240115930646,60.55037293339517,0.2,-0.0992956568849947,25
kiboshib,11,7,0.7,3.957714362723357e-06,4.353672959752869e-06,45.67671827323811,34.62640875052268,0.2,-0.0675892971759645,25
kimbo,11,7,0.7,2.6047528279642223e-05,2.8610252355114167e-05,43.80693225740878,34.538719882707284,0.28,-0.0506510928348059,25
kittenhaimer,11,7,0.7,0.0275377574535763,0.030729015963515,21.156687377616063,19.320186356419068,0.4,-0.0128267392581863,25
koalaai,11,7,0.7,3.45001934061262e-07,3.950169262422114e-07,27.783479518292012,23.521403683397715,0.52,0.0435826624322978,25
komainu,11,7,0.7,0.0294631142633057,0.0303509613383043,57.47075620014566,42.61067588417168,0.2,-0.1147090572131452,25
leash,11,7,0.7,31.331531587309787,36.17166923414804,14.355036956024716,13.042360910978044,0.4,-0.0208170659432184,25
