left,right,metric,n_pairs,wilcoxon_stat,p_value,effect_rank_biserial,left_mean,right_mean,metric_direction,favored_model,p_value_holm,significant_0_05,comparison_group
PRISM,arima,mae,200,7162.0,0.0004253225661839,0.287363184079602,0.1230582388787006,0.3139554265800526,lower_better,left_better,0.0008506451323678,True,baseline_vs_prism
PRISM,gru,mae,200,112.0,7.686741685167156e-34,-0.9888557213930348,0.1230582388787006,0.3964483472304458,lower_better,left_better,5.38071917961701e-33,True,baseline_vs_prism
PRISM,lstm,mae,200,174.0,1.930093043347566e-33,-0.9826865671641792,0.1230582388787006,0.4026218998966421,lower_better,left_better,1.1580558260085396e-32,True,baseline_vs_prism
PRISM,persistence,mae,200,252.0,6.0966422721643905e-33,0.9749253731343284,0.1230582388787006,0.1055943012323529,lower_better,right_better,3.048321136082196e-32,True,baseline_vs_prism
PRISM,prophet,mae,200,6429.0,9.950962428486458e-06,0.3602985074626865,0.1230582388787006,0.0882215860717834,lower_better,right_better,3.980384971394583e-05,True,baseline_vs_prism
PRISM,random_forest,mae,200,6746.0,5.543561076364493e-05,0.3287562189054726,0.1230582388787006,0.2619094189174671,lower_better,left_better,0.0001663068322909,True,baseline_vs_prism
PRISM,xgboost,mae,200,8069.0,0.01564226293827,0.1971144278606965,0.1230582388787006,0.371875534923327,lower_better,left_better,0.01564226293827,True,baseline_vs_prism
