seed,sheet_name,variant,mae,rmse,mape,smape,directional_accuracy,roi_proxy,n_obs
11,aiwithdaddyissues,V0,0.001393476972271169,0.001535577876900624,136.58251153647564,69.50734155387526,0.29411764705882354,-0.05238811637801161,17
11,aiwithdaddyissues,V1,0.011358584817667987,0.01458297259013062,898.7225065934091,176.00309873774572,0.47058823529411764,0.06601279856459481,17
11,aiwithdaddyissues,V2,0.00395996546241412,0.00407579560058449,336.33384651294807,116.36953849478789,0.11764705882352941,-0.19456867790225776,17
11,aiwithdaddyissues,V3,0.0003900379117563415,0.0005940181419447397,22.19208417157987,23.489238586763527,0.8235294117647058,0.1519059819277907,17
11,akiprotocol,V0,0.007950052181201248,0.007969112307646806,69.68674050340388,106.98537310994456,0.5882352941176471,-0.03817381072917447,17
11,akiprotocol,V1,0.04195891247739855,0.059313173701911207,372.2349002087993,123.03974537410976,0.47058823529411764,0.04177418874806804,17
11,akiprotocol,V2,0.0021648546672220987,0.002400199180488728,18.800827098736605,21.217920489210606,0.7058823529411765,0.04348668680972223,17
11,akiprotocol,V3,0.005877479322190524,0.009877024429023759,52.80513100868791,34.671619362921916,0.5882352941176471,0.02599796615591373,17
11,amaterasuomikami,V0,0.007282990389065722,0.007847906821521644,23.626090307961043,20.782193220341895,0.6470588235294118,0.05698686042253773,17
11,amaterasuomikami,V1,0.026054901268044,0.030022104611569306,79.19172448798783,95.39637482844205,0.11764705882352941,-0.08878242235474655,17
11,amaterasuomikami,V2,0.00337530444458645,0.00523205164720481,9.489336420629957,10.036708651788928,0.6470588235294118,0.04679235548171938,17
11,amaterasuomikami,V3,0.01679164220736573,0.02614093396799608,52.82460922849038,37.71918703320272,0.5882352941176471,-0.03823380964835134,17
11,americancoin,V0,1.948235294117647e-05,1.9609063930623875e-05,666.9072673169846,144.21511111055239,0.35294117647058826,0.07709863868989308,17
11,americancoin,V1,1.5606470588235293e-05,1.713551712259725e-05,561.4221478483781,164.73378291790698,0.4117647058823529,-0.07163264701879293,17
11,americancoin,V2,3.76594731880716e-06,6.6706778139097e-06,81.30813124719435,52.38304981945466,0.47058823529411764,-0.14587083957885771,17
11,americancoin,V3,4.078941176470588e-06,5.069125565617802e-06,126.61197755407565,66.42435675889216,0.5882352941176471,-0.007049632325532322,17
11,analos,V0,0.0002724870588235294,0.00027251132108161504,1384.8901011686746,174.2108796698158,0.17647058823529413,-0.051600528244032176,17
11,analos,V1,6.322588235294116e-05,0.00011406872386726294,286.7848275765573,194.57417602194357,0.8823529411764706,0.10570102229440863,17
11,analos,V2,1.3670016032128e-05,1.4158933566961384e-05,71.2520538037299,51.39916323712698,0.17647058823529413,-0.051600528244032176,17
11,analos,V3,3.8579941176470585e-05,4.031634622581763e-05,199.25421578733065,96.94937924151046,0.17647058823529413,-0.06403662690111335,17
11,andyman,V0,0.0043779497895684045,0.004380402082134346,617.6333918170062,149.7154493545529,0.17647058823529413,-0.10135872209719937,17
11,andyman,V1,0.0007389229411764706,0.0007520532048723836,100.0,200.0,0.8235294117647058,0.10135872209719937,17
11,andyman,V2,0.0005541604245456454,0.0005743420101301112,81.46075714946274,55.63266325340829,0.17647058823529413,-0.10135872209719937,17
11,andyman,V3,0.0005118875002808552,0.0007445151607023197,81.09773213608771,47.83670092408048,0.47058823529411764,0.005312101500601544,17
11,anyinu,V0,9.26535294117647e-05,9.265773555847092e-05,1893.3779239063508,180.3816556980719,0.17647058823529413,-0.10019510008233834,17
11,anyinu,V1,4.551117647058823e-05,6.308445193921073e-05,797.7294058098707,189.36017484734703,0.47058823529411764,-0.01881367259273689,17
11,anyinu,V2,4.631069422936903e-06,4.7180037988698656e-06,97.51826149262203,63.81703255140208,0.17647058823529413,-0.10019510008233834,17
11,anyinu,V3,1.608823529411765e-06,2.925400887560742e-06,30.07794889255727,27.590542872599144,0.8823529411764706,0.10823934342069932,17
11,astropepex,V0,0.0016170847058823528,0.0016171021923108231,1392.7866867226865,174.79636059284692,0.4117647058823529,-0.026507477473135043,17
11,astropepex,V1,0.001529690588235294,0.0015695554525443707,1322.3075595879618,176.3669301459629,0.35294117647058826,-0.03606860921568207,17
11,astropepex,V2,5.7373874871601536e-05,5.915005924241189e-05,49.907972204000686,39.40237988352645,0.4117647058823529,-0.026507477473135043,17
11,astropepex,V3,8.6612e-05,0.0001313981469163809,72.86983907894108,49.602394974264676,0.5882352941176471,0.0059292145805094135,17
