seed,sheet_name,variant,mae,rmse,mape,smape,directional_accuracy,roi_proxy,n_obs,mase_denom,mase
11,360noscope420blazeit,V0,0.0753959518647763,0.0795421014130179,78.09084484900278,128.8912090878333,0.5882352941176471,-0.0706201625643996,17,0.006581389393939394,11.455932380206251
11,360noscope420blazeit,V1,0.069690721850561,0.075623010299233,72.55630694734205,124.44502121550094,0.5882352941176471,-0.0706201625643996,17,0.006581389393939394,10.589059190865854
11,360noscope420blazeit,V2,0.0397773691868866,0.0503682323102318,39.82764426052388,44.10845657354314,0.5882352941176471,-0.0144436623827653,17,0.006581389393939394,6.043916687791851
11,360noscope420blazeit,V3,0.0384790553897947,0.0481968174882744,42.07448908697115,36.148807309906566,0.4705882352941176,0.0168670291705554,17,0.006581389393939394,5.84664621504221
11,888token,V0,0.0286941814635309,0.0312807430788932,29.84418558754019,25.154868622140057,0.3529411764705882,-0.0092446123193184,17,0.015110498484848486,1.8989566421189195
11,888token,V1,0.0372943796803979,0.0462929729962283,38.04684579894899,30.556170214912537,0.4705882352941176,-0.0143466167123698,17,0.015110498484848486,2.4681104807888046
11,888token,V2,0.0174993689683968,0.0221686208174168,18.3188753855703,15.970856070641643,0.6470588235294118,0.0549030210818979,17,0.015110498484848486,1.1580934266294174
11,888token,V3,0.0142960047623814,0.0184841567125578,13.378238283106755,13.84845834311324,0.6470588235294118,0.0227341543772061,17,0.015110498484848486,0.9460974948454686
11,abi,V0,0.0073777796879761,0.0076402814017942,59.08613154636315,44.24893725388497,0.2941176470588235,-0.0482550206533162,17,0.0012666537313432839,5.824622393171319
11,abi,V1,0.032032048420333,0.0495064100334679,238.53118408352748,140.9748250804556,0.4705882352941176,-0.0540133779053289,17,0.0012666537313432839,25.28871753005699
11,abi,V2,0.0059173913218772,0.0062010751508707,47.473989179929866,37.1950089671632,0.2941176470588235,-0.0482550206533162,17,0.0012666537313432839,4.671672435371756
11,abi,V3,0.0024975227748828,0.0027661536156165,19.661838478207788,18.756249210219767,0.5294117647058824,0.0005784867593297,17,0.0012666537313432839,1.971748642175618
11,ai16z,V0,0.1557646362056413,0.177858525420003,26.246712213090884,21.883456544287107,0.5294117647058824,0.0098611141040572,17,0.11486238955223882,1.3560978211653898
11,ai16z,V1,0.1820748032259046,0.211274015815361,31.23141637172916,25.04231564168031,0.4705882352941176,-0.0075257586673304,17,0.11486238955223882,1.5851559760829974
11,ai16z,V2,0.4219395851749409,0.4776788540752545,57.73735454184739,43.30141416626543,0.3529411764705882,-0.048978564992976,17,0.11486238955223882,3.673435550311662
11,ai16z,V3,0.2471337785054843,0.2714850336754372,37.88290328244961,30.324020486113984,0.3529411764705882,-0.0625995870414346,17,0.11486238955223882,2.1515639668378057
11,aicrystalnode,V0,0.0049619562191159,0.0049619660356859,8722.740034344552,195.4039195450189,0.2941176470588235,-0.0673570926062192,17,0.00022657880597014927,21.899472008735074
11,aicrystalnode,V1,5.8371176470588245e-05,5.91096972734991e-05,100.0,200.0,0.7058823529411765,0.0673570926062192,17,0.00022657880597014927,0.25761975494865297
11,aicrystalnode,V2,0.0007371553644809,0.0007440432651894,1310.954757956953,172.1529663984468,0.2941176470588235,-0.0673570926062192,17,0.00022657880597014927,3.2534171116517263
11,aicrystalnode,V3,7.870379473306794e-05,9.829172794780896e-05,142.10979753414728,74.10960929624851,0.1176470588235294,-0.0801796150957442,17,0.00022657880597014927,0.34735726669614814
11,aiinu,V0,0.0100304564004001,0.0100790493783053,114.68397971826047,72.16265084541601,0.0588235294117647,-0.055078683179285,17,0.000758380303030303,13.226156270568788
11,aiinu,V1,0.0055738137297019,0.0064678045551555,62.88253204040022,100.85587131895504,0.6470588235294118,0.0178006616747434,17,0.000758380303030303,7.349628817402427
11,aiinu,V2,0.0075644354943154,0.0076499127154364,86.83795441800181,59.72699072184015,0.0588235294117647,-0.055078683179285,17,0.000758380303030303,9.974461973880068
11,aiinu,V3,0.0010660075107813,0.0013347329486402,12.343279900694249,13.182096147291734,0.7058823529411765,0.0293024392333105,17,0.000758380303030303,1.405637127601803
11,aiwithdaddyissues,V0,0.0013934769722711,0.0015355778769006,136.58251153647564,69.50734155387526,0.2941176470588235,-0.0523881163780116,17,0.0015632974626865674,0.8913703281244848
11,aiwithdaddyissues,V1,0.0113585848176679,0.0145829725901306,898.7225065934091,176.00309873774572,0.4705882352941176,0.0660127985645948,17,0.0015632974626865674,7.265785999644544
11,aiwithdaddyissues,V2,0.0039599654624141,0.0040757956005844,336.33384651294807,116.36953849478788,0.1176470588235294,-0.1945686779022577,17,0.0015632974626865674,2.533085069816973
11,aiwithdaddyissues,V3,0.0003900379117563,0.0005940181419447,22.19208417157987,23.489238586763527,0.8235294117647058,0.1519059819277907,17,0.0015632974626865674,0.249496926251009
11,akiprotocol,V0,0.0079500521812012,0.0079691123076468,69.68674050340388,106.98537310994456,0.5882352941176471,-0.0381738107291744,17,0.0009765632835820896,8.14084690143168
