sheet_name,seed,lookback,train_ratio,n_features,fingerprint
tateterminal,23,7,0.8,7,8535bf77c9eace81f1ca28b1d79489189587a979615c05734d627c3b5fb293b5
tehepikduck,23,7,0.8,7,c5b0f51bdcefa7472a077e0a72467ed64922aa901cda33a446b2275c4d5562a1
terminus2,23,7,0.8,7,41a9c678f1b7a784a8ac61f00da30bc79175dc1298055adfe28ee6e83cdf3833
terminus3,23,7,0.8,7,c1e6484e1e0fb51644234f6a0e630efc497812bfc3bc2899906179a1d5511af4
thebalkandwarf,23,7,0.8,7,a4e80a7269a8b686f97a93a5952d6c4328bb4bdc5c176ae906edcbd9c5b6b939
thelastplay,23,7,0.8,7,a8c17695f8826a1c59fda290e8a4682f7d050664e8ba10126502005aec717d8c
thereallandwolf,23,7,0.8,7,befaca655f4986a4e22416498b8875543eeab566ffd2df0dd18c590a16b60e5b
thesoldog,23,7,0.8,7,25545a0b965f766e79ffbed4d58afe7621aa3e7a74ee7ef35211ef7036404bbc
tobi,23,7,0.8,7,68d08cf6f6443e6dc41a5038cb6ac5ac6f338f3fb69e2e4b1f38ea7b9a81c6a3
toga,23,7,0.8,7,b70581aa4c6aae603849836b21e11c7d3071b380dc4ad9cf55c940d5c826e15e
torsy,23,7,0.8,7,741392080e9269bf81edaf0c7fc79d7987ad514ac4a74acec72ff7c53b3064fc
troll,23,7,0.8,7,435483ef85170648b1d9a862ad32aa32ebfd0204940d8fed9e2d393a39f0b952
uranus3,23,7,0.8,7,72ac0748116a7692c5ac5eb3c0960fdb600d7241d722b062903ecc5f55c62de9
valhallaindex,23,7,0.8,7,308edb7b3249473e9638b31c0575faf4f7b11f857f8a35c2c6faf07ad60f68fa
vitainu,23,7,0.8,7,b4a6fa8d8bd62dd9590f86997ac50840666b5d2c5a878efd73938643713b1d83
voltinu2,23,7,0.8,7,e98f6f423352df27cd5cbca85a0e2bd3644c855680069f173c9f1c208efa9e8c
waffles,23,7,0.8,7,1fda97f01463e014a8de521ea9ad66c1c8d3ab39c119f6549afab5a25885f6aa
wassie,23,7,0.8,7,1693d57188e5ca3d56d99d7bde1aec49b3a84a63552ec28f2d19f58c238a5d65
why,23,7,0.8,7,7a16edf24ee4ba5cab3bcaa2922f78cbd08c510c1fb78472dbaff79b41cdb825
winniethepoodle,23,7,0.8,7,fc6392eac1488c1c7c631413e36d9a35994e61d25d8d834dfcf7a9622fba93cf
wrappeddog,23,7,0.8,7,a1ffca612e088b041c1bc6b37331d0bb8c7c3f43666335e2b15b4fe81132dc00
zerotech,23,7,0.8,7,f813657b8045a274fbab4820478f343d71ecbbf2ee1b42c167d42b9bf729fc2c
zoomer,23,7,0.8,7,d96ff3578e7b619bb8c7ffd53020b063530f603cabd5742199aa816e3eca3b5f
zyncoin2,23,7,0.8,7,d0c0d13a453f121432e8da9d0067d153db1e44c78a012e7cfceb5dcf6e000eee
360noscope420blazeit,11,7,0.9,7,40c46c490c5bf41519ab7ba504d8944396df484c362152d129633c0f8f5e939f
888token,11,7,0.9,7,1413efce5e5074c43f50bc74938968a853725028ece9a55eb91939bd6843f588
abi,11,7,0.9,7,6dc4e14851e7b9a4f98d44d967da786738ddb9f9903b2f47689cc1e09aa44c6b
ai16z,11,7,0.9,7,be19965da16927fb0671f774c245bc1d6fd27d4c580a97f4dbc8e730e6e0d83b
aicrystalnode,11,7,0.9,7,179e67cb5bc08f515858021946b06817be2882d47bc3d9b98f04ec1c2a7bcd30
aiinu,11,7,0.9,7,066d475aac1671668743f3b187470eb5ab7859108d9368f0ee223674f57de3a5
aiwithdaddyissues,11,7,0.9,7,14c8c325a490b01ee730ada81206d830d9cc580d19e0c6271e1120a839548291
akiprotocol,11,7,0.9,7,11ce46415a01fb9c31b2697a9851e19395f2dd2742d0278c932b6a9a0d3ca804
amaterasuomikami,11,7,0.9,7,cff510f380ef31d674dc9540675aeb214605cc13ad193c01ba4e7acf1bc27211
americancoin,11,7,0.9,7,69f731041f9f4413cdcb19b61eabf07d1051028dd27b2d6ecf2b7e5aed766e65
analos,11,7,0.9,7,76d5cb0fce42881544786047bd012388eecd06356addeb6cd7275c7cabebd8b4
andyman,11,7,0.9,7,5dbba94c80c58f25b238750dc1fd6bd39c749088aa93ddc67f8c45a0db3c8b32
anyinu,11,7,0.9,7,7a080cc199030ece7e759a6420040712030dcf4bad7d04f584e53101e3b03a37
astropepex,11,7,0.9,7,4892ae75f2c813b36f4e94a9f40763cabc7857b133b156c928f4eb54a466e215
auraonsol,11,7,0.9,7,e7dcba8c20d233b39b7b1975f3f1f1c844b6f23e9b496d106fca2766151d3212
autism2,11,7,0.9,7,3711c6cdc7663fc59b9f9ac33cb5aec32f4f9c2766c3eefb7ff505d9bfa2622d
autonomousvirtualbeings,11,7,0.9,7,7f656fc6f72af190213c195fae5a4d9e4688c68480bf55dd70d1013f1f839818
avaxhasnochill,11,7,0.9,7,73736765aa685e4a1a5f1f4efd1b23d692c8b540069df66b357227873daccfad
babybnb,11,7,0.9,7,a8f10a9fffc442ee595818a5d27a8ccb18ab56c6a1fc9339759c985dc3b17c4d
babyneirotoken,11,7,0.9,7,b6e2ff9a415eda72dd8127ce5d0447baee8ccc2f89138d28820ae857a7c0560e
babywen,11,7,0.9,7,f7109fed0fb5c55789bb4bd3586b656098406181d5832e27ec47ce58c54edfe3
badideaai,11,7,0.9,7,5511d0a6c7b03768012958e4502a976a140a6bd527e1b9c70d60aa2811db37f7
bananatapewall,11,7,0.9,7,f74121ce19dcf286eabe142868c5590bfe2a863c7c8f70eb935ca5c893a03513
beercoin2,11,7,0.9,7,bbd906483d95bfd710f6c6126810d4d1d03ff43980a422ab654e94c2cbc2560c
benthedog,11,7,0.9,7,233ff18704822f5564df89f16c0c62981b2d1553593653d17e75b04e1633a054
billy,11,7,0.9,7,05671a0e528fb5eaa13582f9f46c8d97578d2086cb0e67d897ed2f446e472cf0
bingusthecat,11,7,0.9,7,200484969bd373e9de2fe9157cde0282d7243ec8ab01dca3a83c61cd09086362
bitcat2,11,7,0.9,7,aab2850ed569193f41a4b216e66d80a959cb42ef9ba1abb79c26c8532ff5ee15
bobaoppa,11,7,0.9,7,0ffd1f7d3cf0580abc1830b5a417c79c206b7f69964927dedff967789f9c1724
bobtoken,11,7,0.9,7,cc9551391c127ca0d5c43057133ddc8cd89a12b170e4e8729972e884af8a6919
bongocat,11,7,0.9,7,2a18e32c40b647e3fd97c13e932db3bc931327a6c158d09c4354fdc1ee0ced23
brainlet2,11,7,0.9,7,1defbbfee89d3cfc8fb4b09a99ec6f55afcba04b3d88daebeed4873fe7abc090
brothecat,11,7,0.9,7,343e4165de3dafb79515f41698f2d3f3f25672e3929794fcb0a7505e78f0460c
buu,11,7,0.9,7,ded6d4250e8a4e9114fefeecca986f22ebdcf732d79fc88a8cb31b63d9a8e039
catalorian,11,7,0.9,7,8d780966470fc015b4b52639acb871d5b49123a1c3d5c050788702b95f509492
catana,11,7,0.9,7,5b1fe82531d3815403f9453d11d18d72f3fea406d6aafbda9b016342db7c14b0
catecoin,11,7,0.9,7,395a5f94d3c1005f19fb4c52ec524b6b8abd6758252348e6b7263325f4698341
catwifhat2,11,7,0.9,7,202817e48b58e7d2999a3a9ad0f474651b2584777378588483c1912f0dab076f
chonky,11,7,0.9,7,0d4470d6c7ecdf8e4d05674187c30324667606eb8f226f7691e973c24990f33c
chudjak,11,7,0.9,7,806c90e614642f4478ea67ecbea3b7683308bfe413029c0ff499a813ed53e5d0
coal2,11,7,0.9,7,d0cdfb611240297207428dcb061dd1f972260c16597b407e18d94f98679bbe32
costcohotdog,11,7,0.9,7,74f7caf3ccd3d0522e4238e394fd30439643366b81e906597fa2424a258241db
crashout,11,7,0.9,7,07c4de434ebad80c75dce023c1516ae8ef7dfcba875cd6af2ec5b8dea90adada
csi888,11,7,0.9,7,aefaafda43f56ff116f3f3e66767e8bee6968ae67abbcb1541e881d588871571
cumrocket,11,7,0.9,7,3eeb52fdc6171580296fe5609c0201c0de0bbe4493b7da4d1b34c5c4368ecddb
dancingtriangle2,11,7,0.9,7,46b84081f3fd14456acd642a78e1874f1bc8952498a81b8cab11d2ca06e78c32
darkmaga,11,7,0.9,7,2668249a0136ed7ef3f0566466370d4532b2133e445e9242c405895b1dc5efe6
deepworm,11,7,0.9,7,4d26aba9bb5685b496843b890f1760b14b63287d614e48bc5f2d66f31d236784
degenspartanai,11,7,0.9,7,c16894235209c90196b3d905f15a12563cf11668bfbd781b32d493619fde17ac
dejitarutsuka,11,7,0.9,7,3b356efd979d8d7aea7a274382da75cda1d6ad4eeabcef83467d375adbe4d59b
dogemascotshibu,11,7,0.9,7,1c6ee32a960952c11b4298f0172c793f4491d07fdbe05c404b15df4264b74ea1
dogeonsolana,11,7,0.9,7,67af5e1955459a2fb251be05001272fbc44d6fd28f4cfa2d026b8e0530f9dba3
doggo3,11,7,0.9,7,473cd41dcb10d06f67ccd5c06ae03b64a388010ba6fe82d074ba364258de0c6b
donaldtremp,11,7,0.9,7,aeca06da24cebf28926ef57ea4cca12a893ff389c546032b1c0cefe3c3d31ec8
dorklord2,11,7,0.9,7,fb2a2b33b22afba50bf9a70a4e4a3d74b7340f5ae50d432132e041822179f986
ducky,11,7,0.9,7,c5e600091715af4da4974a399bc5a462fbdcd73c451110420eaeb386820da3ba
duko,11,7,0.9,7,35d27a558c3395395a59788bb13c6b1d21a6a187dddbbc8d3e7074f587a84682
elgato,11,7,0.9,7,41b9684cf936710e938e171045862764206f2b36cda3bca860c5e5f7ce17c85a
elon,11,7,0.9,7,3fea5b04031c2990e2c349a85a35cda540fc72b59de0f9fd231d5801bbeed861
eyeearn,11,7,0.9,7,a821c3963a4339ab33ffbdfba0beaa418663f9394d5e1a26b6ca400260b8cf62
feces,11,7,0.9,7,15851aa2fccc325a7f6757a4ab03052aa0ffaca8c4fe3f28052292e68e0eea61
fefeoneth,11,7,0.9,7,dc903a6b58647f58e21ae135a50c8691c3b4716094dbf8eb522bdc17f96d4589
feistydogenft,11,7,0.9,7,7023befbb37891409748d0abc14bb47fb78ccbc878316f3d617387792577301e
fighttomaga,11,7,0.9,7,3c532c7b49ec70dd71d879c9a00260b2147d523beca8151c8c1872b9dec48315
firstreply,11,7,0.9,7,3ce7858f3b0346f895bcf0a6fd1bca6889c60ca5e697fccb9001f7956ce96d15
fisttrumppump,11,7,0.9,7,cc032e690e9277b25bc46a3ee0f05097c294061acbf784d6fe44c131b4616d91
floos,11,7,0.9,7,f6a1827529dab399c90c42687b3642d1264ce82859b8647540bbdbafec262562
fofar,11,7,0.9,7,f8464169d431c39d9f42e34bb3f6fa38819da4f45dfae71b75346d328c147121
forest,11,7,0.9,7,481a61ab67dae9bc975a64990b5b95fdd5cadd223d0799a33aab9426b1233a8b
gamestop,11,7,0.9,7,be863e1aca36087cd64141554718e2aa0c0fd8101b90d079a80a2ebbd4d165f3
gameswift,11,7,0.9,7,1c59b65737a79a7f393e97a85245f2c4e8be94c2985a3baff16e8e2b82997cd7
gdog,11,7,0.9,7,7f343b54aaa90bbb76dcaa85f2cd073b14d1cbc4ae0825d0cb897d18cc92e447
gikocat,11,7,0.9,7,19ab54095310f58800356c67061ec86e04fea40d844b41b99f4a370f1c6bf0d7
ginnanthecat,11,7,0.9,7,69ff8320981785a8387a9bc9c661e410b101be2ff84fe7bb36ca0a49a0e2a1d4
gme,11,7,0.9,7,78011bf7f0188d62e0d95beb849455f39533d922a750630ee86e97789a8b0c6b
groyper,11,7,0.9,7,9833ee22483c23d3a707384004a827d0d359ce2655ffc34e25b257f192dfc57f
guacamole,11,7,0.9,7,de76bb18d7200c231b25b237a4b2ba718c4e9afa70df7b1bfabe92aaae41e203
gummy,11,7,0.9,7,c32de3b2b896c28e79c0b5294214cff984243d490a878dcecd3ddedc698313fb
habibisol,11,7,0.9,7,f233e0199aa527e6db938ab4429400e553a559979320978b3b584212855d3054
hami,11,7,0.9,7,5dfbbaaadce6385e3fb06053eda6fbb66bd525d0d4443c8171f44dbddf3b9abe
hana,11,7,0.9,7,fa2b3f0c3d987e53df2d4f5f64fb5afc88f4007562e19d5431fbb2f4ffbe7b7e
harrypottertrumphomersimpson777inu,11,7,0.9,7,4cdc73a8f20d0f712bd093712fabc32abd3f3944e212cb5be84197eb34da2f35
hawk2,11,7,0.9,7,20252ef4bf5b589cc4acc163afcc4ba6a92fad039d989de508ecd2839bca79e6
hege,11,7,0.9,7,0abe42c026c4c14314bb1f3fc604ddab0b3bdc9ff5713e96b7a7589524b04afa
hehecat,11,7,0.9,7,9f670a7b598b15d28d38922c0676e8824893d6a00216f9b56b15bd8cb14a5208
hemule,11,7,0.9,7,d375e57d6dba291340a0d379c82a7ba8065d52b00fbac88772c987129bb108a8
historyofpepe,11,7,0.9,7,6dbecc6a44a812c42bf5069cd1168207f9e2e90ba68c1afd6668e62d67f63c8a
honk,11,7,0.9,7,44c67c48f7481eecf46d01f25a09cd25ca27980e31eed5676c324e35a7da5034
hund,11,7,0.9,7,c18e76ccac2b49d8badf6f9fcf1bc59e2f2946e2ee6a5a45839687621a03c914
iiiilovvvyouuuu,11,7,0.9,7,2bac6db9fb9b69fc475a17c95b4c2617bce32675c5e171ecc71a2c4cb06f5c8f
illuminaticoin,11,7,0.9,7,30d8e461a532a3126f7c76ae50f114bd6b0df1776ac2a9817ecd90112cca91eb
inferno2,11,7,0.9,7,6a3d958f57cef73054917deed8caf0d21b5a1df2062e14a9a38b27730cfaffca
iq50,11,7,0.9,7,9fc86345fdd762f2df446aeeabb40527861d7d82fbfe651099eefac6537e6489
jeoboden,11,7,0.9,7,b713344c9001e25e35a205379dc600fa6d0e147e35849098fc0788ec626629d1
jesuscoin,11,7,0.9,7,38d310f9fab890c98a910b7df4474468c57a34aad42ecc94b5b956b647048f02
k9financedao,11,7,0.9,7,e096b5925ba46504cca5d1ee6d1603b6376ef78981e18289984843b74116f557
katanainu,11,7,0.9,7,66356a273cea052650c32ce85631114e8984162a878835fac87a21ac776aaf30
kekistan,11,7,0.9,7,3780471f77e94a2e509b554a55c01cdc0e955908b5f71d71fa6ba2566d760c1c
kiboshib,11,7,0.9,7,832a7b3b4f90c31be5b1fb0299de539053b795ef15732f7c7db13a302512719c
kimbo,11,7,0.9,7,9ae977f11d2b188fa00932a062072919a236d45fdec06483b784133e5580ae42
kittenhaimer,11,7,0.9,7,90173d2c3b29b78f3d708f811fea693c9155abca5077fc6995351111d1b55ef5
koalaai,11,7,0.9,7,fef9a7392df6064b2437bc7c40b223754441111f3791bcc0e237d923e50a91e0
komainu,11,7,0.9,7,e62b8f227d33dcab75c680ecf315078696eae1b415b7063a8ed66395d495ba1b
leash,11,7,0.9,7,3182a025f119a8d32e36d5f4314eb25cdccd750080783fe169ac5e405648cf7d
lethimcook,11,7,0.9,7,aff8ee6ebf31e1fdde982e89eb52527595ebce1d3b9b38cfb0d18f4fef162b2f
lilyscoin,11,7,0.9,7,f32201c22045114937f2a23ee8f0f5c268cd09783dc45ee1dc0250530ff407c2
literallyme,11,7,0.9,7,aa11d60d3e02b5b7c5dfe45a966239f45c65a274894f2133ee85c480a64d1f22
littlemanyu,11,7,0.9,7,4e246d2ad59b92055f79913e473b9ebb1d11a001d8c5093ea06adab918d4bd32
lmeow2,11,7,0.9,7,3b542917ff8e1be6783859c36d48626cb3da8efc870a1201cca847b28c6ecee4
loafcat,11,7,0.9,7,7cedaa7b53ffff8b26db6594341a5c19c53d4682356bb9503e14a9045127a71f
lovelyinufinance,11,7,0.9,7,647e951cc73dc9acccb74f4756e971a61b33e5f28ea9b11dd54c9594c8717c70
luci,11,7,0.9,7,68a63114be8801e6de440a18a8f619d8d18bcecb7eefa5c7c90d5d28b3a939b7
mad2,11,7,0.9,7,e575d0603b82e43320726b87488a64826bbb7024116bc577fa086035f999476a
magahat,11,7,0.9,7,694420b84b6345f449ef694764a9dc9349beacf5296ef9cfb56afcd9eb65e9f0
majorfrog,11,7,0.9,7,15ffe0368b7bae02deb0ad4c9b1646571e7c48ae070efe5bcdc5d07455ce9f38
mars2,11,7,0.9,7,5a3ca57a1882ebd27fa629151e8f91945e295ecacc7671344ffaa412e2898e05
mellowman,11,7,0.9,7,3546d6619d7455b8481785d1ba87ab79493f2181fb0ad881db0d768b810439ab
memesai,11,7,0.9,7,a51b81d37df0810247ca2a1f0de5be07344e452e0b2aee124d79512ece97edee
metamonopoly,11,7,0.9,7,afcc659f364fa1609fe01c1ecf288cbeff7aa89d9e965e518b306d23fb2349bc
miladywifhat,11,7,0.9,7,c720f5873927aa2c14a476d8567d95e631cb101f00fb3951e2d3c95ee2dab320
mongcoin,11,7,0.9,7,a0da36ce20dd122d8d1b30bd6f6f6344b0ba7be0425d276dbaf20d93bfbe8f0c
monkeyhaircut,11,7,0.9,7,a583417b47e9a70c0445924955480f813d3fd5e8aa44d8fe4da2def8e86fbb9a
moodeng2,11,7,0.9,7,f89310ac3ea8fafb043fa8376abe4b30116b9d48df63c36bb789a86d75dcafc1
nailong,11,7,0.9,7,e168abd2a18705163b2a226bbcb6adf045d721f671d1a06dc16d33f3a6ad84dd
nasdaq420,11,7,0.9,7,184b5e8411cbf9efc7cdae146cbd5fb63c0e50f227f61470b12fa2ac97c75639
neiro,11,7,0.9,7,aaf8c7c8c8d9eb935775460bc34e8a055e709cbad82ae062fc01057fa0caf01b
neiro2,11,7,0.9,7,590920df366ff54709984f926d374e2c9166524495b4cd2b811d918b9f33f7ab
newbornhaggispygmyhippo,11,7,0.9,7,f45dde4aa81128c85fc61611ebf8cd52b2e89106cc4f0cf0823889891eacac63
nomnom,11,7,0.9,7,9bcac18758ca7824260e8d5dba5a3aaf7d1787940a0dfc173d310f2b63ced966
npconsolana,11,7,0.9,7,aa9032f38d0e5933330856fac3934a2fee8f979cc7f72ab92ac4b2e032dce00d
numogram,11,7,0.9,7,d0021bac0055f6735877ce71a1ee0c28ac1ffc5635fa60b0ebf27931d8754f16
nya,11,7,0.9,7,1f1a32f478fe4bf927eeaee0f0f2c10f1667379de07823015a75798577989222
ogroaringkitty,11,7,0.9,7,dce97b18a1d142e8c8f76aff83ec0a145c721b77a26442caccc63b0daa37d166
omega2,11,7,0.9,7,5c94b081ab1e3806af588d250c982316caaa836762a23c8567755b463ee3a901
optimusai,11,7,0.9,7,84a15fbc06bcac32ee36a88c4d68cda4d4af8040b50831299d5f7425c8ca66c9
oscar,11,7,0.9,7,a960f9ab17766568f32eb13d9e8c862789df84800db141f7e4f9cd938925b931
pajamascat,11,7,0.9,7,714cbd01383b1a891d258fef3e5fce2b614588e692fdebb4c56c8405bf95ac10
patriot,11,7,0.9,7,a0db0241f774784275409c37582fb9c81ed85dfed7ef52c96a44625bb152a99d
peng,11,7,0.9,7,23416630b8dac5769b1c186517660b3c169f927d29aaaf2035fa7307a13925f0
pestothebabykingpenguin,11,7,0.9,7,68bd40a62247a31342401f578ae705a93197b96dead0132a36d9af8eafdc9be6
phil,11,7,0.9,7,ed01755d7ad03e92190e06bdc2b0f65aa40529a5df2d0e6ed26599f35c5a9802
pikaboss,11,7,0.9,7,abba1157ef98adceec178a0fc4ce2ddbc018e93ab2c6f2db4e70be9dc7998036
pochita,11,7,0.9,7,4f478359767fc28c760fcdced6a6347035d8580c284025916e17d099d8dec81c
polydoge,11,7,0.9,7,fef93e7b405ee05530d048222729a4cb6828bbb2751f6fffb0e5bb18acd03e90
popdog,11,7,0.9,7,fa5e261f9d981db9378192aa8b973e95f8a0bf7ab4e0e85b05253ca42afb7186
project89,11,7,0.9,7,c065f17e0e982ab2dbac14f837383cab31a0001606fabef7b90c8bb2bb766ae0
prophetofethereum,11,7,0.9,7,b7bfdbb29571e90fbcf244554f1eec64c1b8e2c650270f4854da10d8713091d5
pundu,11,7,0.9,7,e37bd943b6d071f6d05b3c4d609db9798040d5f2a74f29bbd93669e298df59cd
qstar,11,7,0.9,7,ea4a3608c7c6e7818458a924839065450daedff8cb156b752294badc7c46c757
rawr,11,7,0.9,7,9da41770671f2101c5208f4c17e34701173dcfb225a1b98e5924fbb2675d4143
realsmurfcat,11,7,0.9,7,abfd4a7155f15bd60adc888eb39a77493451a2a7d9604eaf9a44438913951745
ribbit2,11,7,0.9,7,69b9f9b95e883be23e2823a8b3b8ae203c6c0b7d1b79f5e50fa5060ac9e07013
riko,11,7,0.9,7,8b508f9b17979802506b988a0b7970de8ab710a427e342f7f2c8a02d2c9203c9
rockytherock,11,7,0.9,7,68e2d191804c8f3609f5d9fa7eb0aac20f5d0519e8f5b03599c51e15c06cb368
ronnie,11,7,0.9,7,7fae0e87e54cd2934a42cf2a62e32932f2ec29458b023a49e6260019b8c8d26b
rsnoofi,11,7,0.9,7,1d54464b06eb6f0b25cf870a8ab050e57649630b011468d68888faae07618fc3
ryujin,11,7,0.9,7,d229862ad3b4c4061cf3377af62ec9142c38a337875f785937cddcd19327007d
sadhamster,11,7,0.9,7,031720a026c06acf0ceb83f6061fad44fe89ce60aa74c9898f48c75c48aca910
samoyedcoin,11,7,0.9,7,250257bd529dc8e485ad659e4df001cedfdb86d3b0a117833a9db2ec35f87170
sharbi,11,7,0.9,7,07463e41c49422e0c80b75bd22ad3f6fb40a796612333a3dc488ed90cd6ab88a
sharkcat,11,7,0.9,7,125cfe88ee766243c31fea36c718aeee32ffa209349dc6b546270638880fff2e
shinainu,11,7,0.9,7,9df5c84a663192e5e7b3f5c5d6764be90987f0fb3af92398e5f446b26ff50fef
shoggoth,11,7,0.9,7,1cfdd7e559aa16fded24dc043112339377f60023c23a28db0468567f7a179c33
sillydragon,11,7,0.9,7,fb703fd0cda9ceb9fde7d25de63a0652a5314a740dde4879a4b85badecd17810
sillynubcat,11,7,0.9,7,7cc80a06ccee3f531aeb9af80212f04b1fe404b7e811bc4dc8e32513c1028c6b
slop,11,7,0.9,7,2eb03f02ac890193241efc5fbb0ae337e1043d8d759190cf96f7e0e186039342
slothana,11,7,0.9,7,ef48fb2513e275555d2a37ae46ebbc5400585c68065f7af8b47a381e594f5bd3
snapkero,11,7,0.9,7,208bb7fbb78c69bc3efb0324f0a43dbe1974ac5e99486166c806e00526bda8bb
solchat,11,7,0.9,7,ed854b39d83840eb4ef0b3b819d2890ac5e07407d38c5a78b4998b600fc4245d
speedy2,11,7,0.9,7,b41125efd8eef934e7e665a9d938275e90b5f489eebe09f60a39a21a222690bb
squidgrow2,11,7,0.9,7,e123908d58954e868d12ef4cac577c3a78e6968ff5bcc17da83d6aa2edc9b83e
strategicbitcoinreserve,11,7,0.9,7,13bc594c444b7e3305a3c6700bd3f34c40ffc033d9224c4d7c04e57915bf40c6
supercyclereal,11,7,0.9,7,1e1a6fec4213f24a8936db4cd1db9e0f8045024ac66b32e9fbdb0c18771a1ff1
supertrump,11,7,0.9,7,8e35e461c6c547f061256c90e952c0ba9dc01315ebf48d93412c9ea213b82ea9
suwi,11,7,0.9,7,e5dc22147f628ace0f1cf8900696650e2442d0f3ed2098cfc7dc1686d72bc7b0
taoinu,11,7,0.9,7,dfeadbfb39e08ba28c6ab8a1428b666f4ddd111954277b57d8e2d76ff9d0e9a2
tateterminal,11,7,0.9,7,0ae58ca87a22b3bc48bd453010027992ec19ca86f5197208a4d93169db8bf30b
tehepikduck,11,7,0.9,7,fcde337350ca10d095e8c38e4fe7f7c6a4a6fc420c37641f87b5a4b9a8319950
terminus2,11,7,0.9,7,b7eb50d569cc96d36c6c713dee6db2f79345bf79836a1388a6935a128da9987e
terminus3,11,7,0.9,7,c24a0cd0a2b0ccce7ba821828571e236df05fc68d9209344b2b559f3056c1e64
thebalkandwarf,11,7,0.9,7,e1c34d034c26ad57348ddc3be035893ba65ced8f103cb755e2547da36bcde59a
thelastplay,11,7,0.9,7,751ae7816e1ca55bfa85e0bc2db47b88c704ceed6651d395173b05abe22ae840
thereallandwolf,11,7,0.9,7,49f5c1ca7faa806b37159a38d74fd342b3f0807ec0a1f01135e0f610b6843462
thesoldog,11,7,0.9,7,ae2ac3c141873449ef094518b56887be6ca857bb2431482f7b62fdbb32dc3ddb
tobi,11,7,0.9,7,669cdf13cdfdc33461c6c96acee07f14ee0c60f1da47934b6d5d6ff3e08657f2
toga,11,7,0.9,7,f4ae90471c3e1d144b5070e5a3ea923e172310d5a7adcffa29fc21aee28194a0
torsy,11,7,0.9,7,a2181cfe2809c9b25e72bff26f39232e6b8f8e3b08e71cc8521c05da8ede2164
troll,11,7,0.9,7,6595110a114f0c11e414bb263d96fc38d7b0dbfe15cd3d183fdc5cfca5882d0c
uranus3,11,7,0.9,7,527cc8c4ade4dbe62810a3e4cad4df264c4c3038a971d5015e2eb5102040b15f
valhallaindex,11,7,0.9,7,a9ea32292edcbfe981493021a812fda080dd20720f488a25a3f10af39dbd6e3a
vitainu,11,7,0.9,7,8d4dc054d1ed0a442146ef336dbc5b909e8c853aa2ffef204dc261a634c7ab12
voltinu2,11,7,0.9,7,485fd91507b620074cd621628854179e8109b5545c8f06d073f19b99cc9d4309
waffles,11,7,0.9,7,62eb3b8e4729f85f9a55e259902c6fc0caefb3db842eca1433a55601d4b8ab1d
wassie,11,7,0.9,7,aa4859fe006b05ee41dfd988948a8d20207b4133d49793648edb1a317cb66349
why,11,7,0.9,7,1c4bb54412336c9d1cef61e72191092f980889b0235d6847f733660dc360d44d
winniethepoodle,11,7,0.9,7,395c265997e2da5721d7002f678ed6c139acc5766233e3b51135b2b1503c7363
wrappeddog,11,7,0.9,7,e9be72fbb6164f4662dc44fb4555b1dc45cd332d9119a354e848af7a9037678f
zerotech,11,7,0.9,7,8eb43735b169570afde9b582383cf41b1eaa62a5b7089cc4834f714c69d29b22
zoomer,11,7,0.9,7,3753d627f5ee79689365ed2e9e68055f4c8055d4a8e74ba4eb5586d9c6e1b686
zyncoin2,11,7,0.9,7,d681d0f1fc74bff0ec24b46ca0c9152fbab79e601f8cc83c5f88d11b5cd10dc2
360noscope420blazeit,17,7,0.9,7,9e6ca4971c05126bcafa96fa75d353ca60475563d2196d173c72f4c321ca0f75
888token,17,7,0.9,7,60e2c5761528fe2b707ccbb5d5632e5c8d37815efc226eef0d81bb344ff73935
abi,17,7,0.9,7,9a5888710a2de07cb0edf658520e9bfafb453396e56bb9adc3bed2f91d129661
ai16z,17,7,0.9,7,646dff16e619a1ddf1842b1a329c3a95964c863c17d2dac71bd94d6ff47a1063
aicrystalnode,17,7,0.9,7,f44dc010e50e5e30ea5e2d2b9dd13f80fa5c8602ad531a3127e15bde2a76c536
aiinu,17,7,0.9,7,7f54c1ea0e5a2ff62ce5b12f8fd757eb6cc70591d679fafdd7f2b422a25481b9
aiwithdaddyissues,17,7,0.9,7,cdf10a8e59a3a2b4f20acbd2296df4b3dbde5cc88caea25bf52e97008a2a75e6
akiprotocol,17,7,0.9,7,27df18f5d7c353f8021918b227eb9f228e8306226d821635e637411ae09b47de
amaterasuomikami,17,7,0.9,7,c2127461cf5e7799c12e65d3a0144e650632de3e0f1770dc3335278bda90a78d
americancoin,17,7,0.9,7,de1e941c4fa9d26d6c937d6fcf3436953e6b17ad81c82a6c63c4098a69e17678
analos,17,7,0.9,7,08c78209a4e985b053a19a215e2c3598ba311ef96cf31e43c028823fb129c337
andyman,17,7,0.9,7,189dc66076749bb70147f71fed5c92771edee70d94d56fc333ff24303ea1f280
anyinu,17,7,0.9,7,1663682d2c7c225f56c18be639d8caa9edc7a5cf4880ceb041275a8b48a11b6e
astropepex,17,7,0.9,7,b3a1e98303e4b1e136bccebb32a500e44821dab3445cc8559b00abd8a50c15b6
auraonsol,17,7,0.9,7,5ea2c60c6e271009e8d415efc8450acb8d9cb18f61a2de0ebead89eaca9fdf2c
autism2,17,7,0.9,7,193628026cb2b18af1655cdb7677c56e589c6b74434d17c46dadb466ce3b0fad
