sheet_name,eligible,selected_for_modeling,selection_order,selection_reason,rows_available,date_coverage,sentiment_coverage
pumpkin4,False,False,,not_eligible_after_preprocess,0,,
puss,False,False,,not_eligible_after_preprocess,0,,
pythia,False,False,,not_eligible_after_preprocess,0,,
queenpooie,False,False,,not_eligible_after_preprocess,0,,
raincoin,False,False,,not_eligible_after_preprocess,0,,
ratomilton,False,False,,not_eligible_after_preprocess,0,,
realgoat,False,False,,not_eligible_after_preprocess,0,,
realniggertate,False,False,,not_eligible_after_preprocess,0,,
redactedgdupi,False,False,,not_eligible_after_preprocess,0,,
regent,False,False,,not_eligible_after_preprocess,0,,
resistancedog,False,False,,not_eligible_after_preprocess,0,,
richquack,False,False,,not_eligible_after_preprocess,0,,
rondaonsui,False,False,,not_eligible_after_preprocess,0,,
runepups,False,False,,not_eligible_after_preprocess,0,,
runesxbitcoin,False,False,,not_eligible_after_preprocess,0,,
russell,False,False,,not_eligible_after_preprocess,0,,
s,False,False,,not_eligible_after_preprocess,0,,
sacabam,False,False,,not_eligible_after_preprocess,0,,
salute,False,False,,not_eligible_after_preprocess,0,,
sanchan,False,False,,not_eligible_after_preprocess,0,,
satoshai,False,False,,not_eligible_after_preprocess,0,,
satoshiaiagentbyvirtuals,False,False,,not_eligible_after_preprocess,0,,
sealdog,False,False,,not_eligible_after_preprocess,0,,
seamania,False,False,,not_eligible_after_preprocess,0,,
seiyan,False,False,,not_eligible_after_preprocess,0,,
sentai2,False,False,,not_eligible_after_preprocess,0,,
sentioprotocol,False,False,,not_eligible_after_preprocess,0,,
shibadoge,False,False,,not_eligible_after_preprocess,0,,
shibainutreat,False,False,,not_eligible_after_preprocess,0,,
shironeko2,False,False,,not_eligible_after_preprocess,0,,
shishacoin,False,False,,not_eligible_after_preprocess,0,,
shitcats,False,False,,not_eligible_after_preprocess,0,,
shork,False,False,,not_eligible_after_preprocess,0,,
shytoshikusama,False,False,,not_eligible_after_preprocess,0,,
sigma3,False,False,,not_eligible_after_preprocess,0,,
skimaskcat,False,False,,not_eligible_after_preprocess,0,,
skimaskdog,False,False,,not_eligible_after_preprocess,0,,
skimaskpepe,False,False,,not_eligible_after_preprocess,0,,
skullofpepetoken,False,False,,not_eligible_after_preprocess,0,,
snailbrook,False,False,,not_eligible_after_preprocess,0,,
sonicsnipebot,False,False,,not_eligible_after_preprocess,0,,
spacebucks,False,False,,not_eligible_after_preprocess,0,,
spice2,False,False,,not_eligible_after_preprocess,0,,
sroomaidao,False,False,,not_eligible_after_preprocess,0,,
starknetbrother,False,False,,not_eligible_after_preprocess,0,,
stinkcoin,False,False,,not_eligible_after_preprocess,0,,
sugarboy,False,False,,not_eligible_after_preprocess,0,,
sugarbush,False,False,,not_eligible_after_preprocess,0,,
suibainu,False,False,,not_eligible_after_preprocess,0,,
suicuneonsui,False,False,,not_eligible_after_preprocess,0,,
suicytheseal,False,False,,not_eligible_after_preprocess,0,,
suidesciagents,False,False,,not_eligible_after_preprocess,0,,
suijak,False,False,,not_eligible_after_preprocess,0,,
suiman,False,False,,not_eligible_after_preprocess,0,,
suinami,False,False,,not_eligible_after_preprocess,0,,
sumi,False,False,,not_eligible_after_preprocess,0,,
suncat,False,False,,not_eligible_after_preprocess,0,,
sundog,False,False,,not_eligible_after_preprocess,0,,
sunwukong,False,False,,not_eligible_after_preprocess,0,,
superanon,False,False,,not_eligible_after_preprocess,0,,
supersuiyan,False,False,,not_eligible_after_preprocess,0,,
sympsonai,False,False,,not_eligible_after_preprocess,0,,
synthesizerdog,False,False,,not_eligible_after_preprocess,0,,
tadpole,False,False,,not_eligible_after_preprocess,0,,
tardi,False,False,,not_eligible_after_preprocess,0,,
tay,False,False,,not_eligible_after_preprocess,0,,
teddybear,False,False,,not_eligible_after_preprocess,0,,
thedogeson,False,False,,not_eligible_after_preprocess,0,,
theresistancecat,False,False,,not_eligible_after_preprocess,0,,
thisismyiguana,False,False,,not_eligible_after_preprocess,0,,
tinyfren,False,False,,not_eligible_after_preprocess,0,,
tism,False,False,,not_eligible_after_preprocess,0,,
tn100x,False,False,,not_eligible_after_preprocess,0,,
tobytoadgod,False,False,,not_eligible_after_preprocess,0,,
tokenbot2,False,False,,not_eligible_after_preprocess,0,,
tokenmetricsai,False,False,,not_eligible_after_preprocess,0,,
toncat,False,False,,not_eligible_after_preprocess,0,,
tonfishmemecoin,False,False,,not_eligible_after_preprocess,0,,
toshi,False,False,,not_eligible_after_preprocess,0,,
tronbull,False,False,,not_eligible_after_preprocess,0,,
tronbullcoin,False,False,,not_eligible_after_preprocess,0,,
tronkey,False,False,,not_eligible_after_preprocess,0,,
trustmebrosbyvirtuals,False,False,,not_eligible_after_preprocess,0,,
twiskers,False,False,,not_eligible_after_preprocess,0,,
tyler,False,False,,not_eligible_after_preprocess,0,,
uni,False,False,,not_eligible_after_preprocess,0,,
upsidedownmeme,False,False,,not_eligible_after_preprocess,0,,
usacoin,False,False,,not_eligible_after_preprocess,0,,
vaderaibyvirtuals,False,False,,not_eligible_after_preprocess,0,,
velvetunicornbyvirtuals,False,False,,not_eligible_after_preprocess,0,,
vikita,False,False,,not_eligible_after_preprocess,0,,
wagmigame2,False,False,,not_eligible_after_preprocess,0,,
waicombinatorbyvirtuals,False,False,,not_eligible_after_preprocess,0,,
warriorcoin,False,False,,not_eligible_after_preprocess,0,,
watcoin,False,False,,not_eligible_after_preprocess,0,,
weirdo2,False,False,,not_eligible_after_preprocess,0,,
welovet,False,False,,not_eligible_after_preprocess,0,,
welshcorgicoin,False,False,,not_eligible_after_preprocess,0,,
wen5,False,False,,not_eligible_after_preprocess,0,,
whale2,False,False,,not_eligible_after_preprocess,0,,
wownero,False,False,,not_eligible_after_preprocess,0,,
wryon,False,False,,not_eligible_after_preprocess,0,,
xmoney,False,False,,not_eligible_after_preprocess,0,,
yeeti,False,False,,not_eligible_after_preprocess,0,,
yieldmachine,False,False,,not_eligible_after_preprocess,0,,
youngpeezyakapepe,False,False,,not_eligible_after_preprocess,0,,
yuko,False,False,,not_eligible_after_preprocess,0,,
zaichxbt,False,False,,not_eligible_after_preprocess,0,,
zapo,False,False,,not_eligible_after_preprocess,0,,
zeekcoin,False,False,,not_eligible_after_preprocess,0,,
zenai,False,False,,not_eligible_after_preprocess,0,,
zooworld,False,False,,not_eligible_after_preprocess,0,,
