variant,mae_mean,mae_std,mae_median,rmse_mean,mape_mean,smape_mean,roi_mean,n_tokens
V0,4.053921788083445,72.83905374784568,0.0032371012210245143,4.738073063628099,1142.872725053048,153.2312763676472,-0.014619580709851221,200
V1,0.6981421745835082,10.307479725465129,0.003205320294117648,0.7186278324726078,503.06532349785977,173.48808957309902,0.03760183528449638,200
V2,0.30051066383027836,3.920387819055772,0.001203373465986294,0.30817546322686956,142.33180618278095,64.55169908293503,-0.04326719798654217,200
V3,0.12305823887870067,1.5205143609360474,0.0009400320330300925,0.14787997547385548,95.68178935362704,53.93250491757226,0.00019862928373680418,200
