variant,mae_mean,mae_std,mae_median,rmse_mean,mape_mean,roi_mean,n_tokens
V0,0.15348490246094565,1.5376841415065328,0.026805653244710688,0.16458126260233374,10755506.830671487,-0.014348406109762974,200
V1,0.16342508171862674,1.4989884867880439,0.04733124688001319,0.1780541748133922,20189449.156324673,0.05089489809647967,200
V2,0.2558187668257386,3.2798803725562093,0.0011067974822405746,0.2689387229774911,129.88251683449406,-0.04057662835347744,200
V3,21356.380166970597,159703.6495430541,2679.5975832323456,26293.21490872735,5282613383181.972,0.022382664029630895,200
