sheet_name,model,note,mae,rmse,mape,directional_accuracy,roi_proxy
mongcoin,xgboost,xgboost_fallback_gradient_boosting,1.0769230769230743e-09,1.0769230769230743e-09,10.769230769230743,0.0,0.0
mongcoin,gru,ok,0.012042846964016434,0.01444197316376975,120428469.64016436,0.0,0.0
mongcoin,lstm,ok,0.012042846964016434,0.01444197316376975,120428469.64016436,0.0,0.0
monkeyhaircut,persistence,ok,0.00016470117647058823,0.00021117084530276038,21.551638350440474,0.0,0.0
monkeyhaircut,arima,ok,0.0007962471334907921,0.0008314188038950856,111.84743254558775,0.11764705882352941,-0.15928689809983052
monkeyhaircut,prophet,prophet_fallback_persistence:ModuleNotFoundError,0.00075127,0.0007891509365469582,106.13138652976113,0.11764705882352941,-0.1380471752225476
monkeyhaircut,random_forest,ok,0.00046692514411764824,0.0005083128696908934,67.9733650489772,0.23529411764705882,-0.0916633239875364
monkeyhaircut,xgboost,xgboost_fallback_gradient_boosting,0.0003889651531237061,0.0004310658579989711,56.557776671593686,0.29411764705882354,-0.0739197100029779
monkeyhaircut,gru,ok,0.011524161811025817,0.012354927495022427,1482.6454849343131,0.17647058823529413,-0.15711765964477337
monkeyhaircut,lstm,ok,0.011524161811025817,0.012354927495022427,1482.6454849343131,0.17647058823529413,-0.15711765964477337
moodeng2,persistence,ok,1.1397647058823534e-05,1.4539134612971907e-05,12.895835248081195,0.0,0.0
moodeng2,arima,ok,4.6301068190941686e-05,4.740612241396204e-05,55.10320470221475,0.17647058823529413,-0.06720030215141452
moodeng2,prophet,prophet_fallback_persistence:ModuleNotFoundError,4.376000000000001e-05,4.4927047139845316e-05,52.15069635976617,0.17647058823529413,-0.04916156558164917
moodeng2,random_forest,ok,6.182530882352938e-05,7.082056093771844e-05,74.8708144135597,0.29411764705882354,-0.016798573241367052
moodeng2,xgboost,xgboost_fallback_gradient_boosting,5.667643228447787e-05,6.598514306961335e-05,68.39172929716241,0.29411764705882354,-0.016798573241367052
moodeng2,gru,ok,0.056101956383216176,0.06847346658474335,65771.08169520601,0.4117647058823529,-0.01332010541998721
moodeng2,lstm,ok,0.056101956383216176,0.06847346658474335,65771.08169520601,0.4117647058823529,-0.01332010541998721
nailong,persistence,ok,0.0016738335294117649,0.0025299819774468515,49.11563964486233,0.0,0.0
nailong,arima,ok,0.009650824035248041,0.009831793408998016,396.3903732394842,0.23529411764705882,-0.12983730675258603
nailong,prophet,prophet_fallback_persistence:ModuleNotFoundError,0.009650825294117645,0.00983179464469618,396.39042034488375,0.17647058823529413,-0.16846556180560607
nailong,random_forest,ok,0.009940730729411774,0.010434676427292958,380.87017366137025,0.23529411764705882,-0.12983730675258603
nailong,xgboost,xgboost_fallback_gradient_boosting,0.011074648205832552,0.013536610755844308,385.7052284898677,0.23529411764705882,-0.12983730675258603
nailong,gru,ok,0.027272147795575647,0.03214265884864143,1047.034024306026,0.47058823529411764,-0.02844647134899013
nailong,lstm,ok,0.027272147795575647,0.03214265884864143,1047.034024306026,0.47058823529411764,-0.02844647134899013
nasdaq420,persistence,ok,0.0010933311764705883,0.001615884559583388,23.365075812788266,0.0,0.0
nasdaq420,arima,ok,0.00438536202607084,0.0045993263460147385,83.97101112893725,0.23529411764705882,-0.08860368642648107
nasdaq420,prophet,prophet_fallback_persistence:ModuleNotFoundError,0.005127528823529411,0.005309118833402971,96.79245653158607,0.17647058823529413,-0.10955263570497545
nasdaq420,random_forest,ok,0.0021650247529411758,0.0028659795129912105,48.595468376690704,0.35294117647058826,-0.06615138624160594
nasdaq420,xgboost,xgboost_fallback_gradient_boosting,0.0016584471578856453,0.002622907085544308,40.150228553098685,0.5294117647058824,-0.02594875544250773
nasdaq420,gru,ok,0.013617701225336662,0.014319059165907191,249.40456822634275,0.17647058823529413,-0.13050158498346984
nasdaq420,lstm,ok,0.013617701225336662,0.014319059165907191,249.40456822634275,0.17647058823529413,-0.13050158498346984
neiro,persistence,ok,0.0003503582352941177,0.0004056700725596951,14.037123603261522,0.0,0.0
neiro,arima,ok,0.001126690596066331,0.0012425440487679558,48.23393289689934,0.17647058823529413,-0.10137180726065707
neiro,prophet,prophet_fallback_persistence:ModuleNotFoundError,0.0011266905882352943,0.0012425440416670764,48.23393258985874,0.17647058823529413,-0.09010775695424708
neiro,random_forest,ok,0.0013087629029411786,0.001394532359137847,54.80774337766412,0.17647058823529413,-0.10137180726065707
neiro,xgboost,xgboost_fallback_gradient_boosting,0.0012339994571121222,0.0013567630423986464,52.546885500444915,0.17647058823529413,-0.10137180726065707
neiro,gru,ok,0.05622032269782439,0.06608593249697355,2092.366255092943,0.35294117647058826,-0.04765483509846038
neiro,lstm,ok,0.05622032269782439,0.06608593249697355,2092.366255092943,0.35294117647058826,-0.04765483509846038
neiro2,persistence,ok,0.0004991576470588235,0.0007035411697389479,21.95779566376255,0.0,0.0
neiro2,arima,ok,0.0016744370385315033,0.001808462813246196,88.62154369895192,0.17647058823529413,-0.09699086953388156
neiro2,prophet,prophet_fallback_persistence:ModuleNotFoundError,0.001685383529411765,0.0018196730144080027,89.18810882170118,0.11764705882352941,-0.09990903848479692
neiro2,random_forest,ok,0.0010009939911764716,0.0010703353611265344,49.6871200917386,0.23529411764705882,-0.05901444344963891
neiro2,xgboost,xgboost_fallback_gradient_boosting,0.0009050155368968316,0.0009793869429236392,43.63143859705246,0.11764705882352941,-0.10282720743571228
neiro2,gru,ok,0.057362821219588786,0.08981825405183821,2985.1750880649547,0.8235294117647058,0.10281606323139073
neiro2,lstm,ok,0.057362821219588786,0.08981825405183821,2985.1750880649547,0.8235294117647058,0.10281606323139073
newbornhaggispygmyhippo,persistence,ok,5.214117647058823e-05,6.253968349587889e-05,19.88290305827738,0.0,0.0
newbornhaggispygmyhippo,arima,ok,5.4116839467725356e-05,6.681800410043468e-05,19.3988646832614,0.7058823529411765,0.006081370069325373
newbornhaggispygmyhippo,prophet,prophet_fallback_persistence:ModuleNotFoundError,5.165647058823529e-05,6.453256952432443e-05,18.44955371674579,0.7058823529411765,0.007522769956896188
newbornhaggispygmyhippo,random_forest,ok,5.024286764705903e-05,6.330756714654721e-05,17.924455221487293,0.7647058823529411,0.008964169844466996
newbornhaggispygmyhippo,xgboost,xgboost_fallback_gradient_boosting,4.330390642132087e-05,5.723249191122999e-05,15.276591441154672,0.8823529411764706,0.1142399874256782
newbornhaggispygmyhippo,gru,ok,0.010372559412972387,0.010560355868092446,4189.893078497093,0.35294117647058826,0.03278139895530705
newbornhaggispygmyhippo,lstm,ok,0.010372559412972387,0.010560355868092446,4189.893078497093,0.35294117647058826,0.03278139895530705
nomnom,persistence,ok,0.0007714917647058824,0.001052900756370089,23.41102945185536,0.0,0.0
nomnom,arima,ok,0.003559517436731711,0.0037142099666964638,123.30253273038943,0.17647058823529413,-0.11851257159229954
nomnom,prophet,prophet_fallback_persistence:ModuleNotFoundError,0.0038861611764705872,0.0040468173579842155,134.239505922469,0.11764705882352941,-0.14214891860473144
nomnom,random_forest,ok,0.003489095400000003,0.0038589931152821417,126.88044725905783,0.17647058823529413,-0.11851257159229954
nomnom,xgboost,xgboost_fallback_gradient_boosting,0.0038132890856584826,0.004336803738800026,138.88982416379167,0.17647058823529413,-0.11851257159229954
nomnom,gru,ok,0.01565874708805155,0.01880229104965924,485.926247903319,0.17647058823529413,-0.12857512137483412
nomnom,lstm,ok,0.01565874708805155,0.01880229104965924,485.926247903319,0.17647058823529413,-0.12857512137483412
npconsolana,persistence,ok,0.002676505882352941,0.0034556250819565283,22.576353766379146,0.0,0.0
npconsolana,arima,ok,0.0024168381746544417,0.0027382949470091227,20.917177522239022,0.7647058823529411,0.19996929136498445
npconsolana,prophet,prophet_fallback_persistence:ModuleNotFoundError,0.0023529782352941175,0.0026820842016643787,20.469002915548344,0.7058823529411765,0.19148662888103662
npconsolana,random_forest,ok,0.0021866581205882414,0.0025345673879573574,19.468824066150177,0.6470588235294118,0.15687602837208336
npconsolana,xgboost,xgboost_fallback_gradient_boosting,0.001967372797568403,0.0023814704144291135,18.50055503423081,0.6470588235294118,0.15687602837208336
npconsolana,gru,ok,0.0137965475182961,0.01768530036882398,124.29631887756814,0.35294117647058826,0.07041158589795851
npconsolana,lstm,ok,0.0137965475182961,0.01768530036882398,124.29631887756814,0.35294117647058826,0.07041158589795851
numogram,persistence,ok,0.00470218294117647,0.006624627945492931,37.14424176209585,0.0,0.0
numogram,arima,ok,0.009660175643884997,0.010518091706704194,99.85765021700675,0.4117647058823529,-0.03558097417990533
numogram,prophet,prophet_fallback_persistence:ModuleNotFoundError,0.009973408823529411,0.010804927556267201,102.65323532961533,0.35294117647058826,-0.054293273456051436
numogram,random_forest,ok,0.008552045314705888,0.010245039276471147,72.4021348635411,0.47058823529411764,-0.049357509602195364
numogram,xgboost,xgboost_fallback_gradient_boosting,0.009937233102692268,0.011449713527845594,87.13720061155534,0.47058823529411764,-0.05145916710736474
numogram,gru,ok,0.0376374644642623,0.046659513001675666,301.70446817890775,0.5882352941176471,-0.019051138428906062
numogram,lstm,ok,0.0376374644642623,0.046659513001675666,301.70446817890775,0.5882352941176471,-0.019051138428906062
nya,persistence,ok,1.9999999999999994e-08,2.634611256065728e-08,11.089166832883823,0.23529411764705882,0.0
nya,arima,ok,8.397640756358427e-08,8.706686590268146e-08,49.87895601701697,0.058823529411764705,-0.08713257558322209
nya,prophet,prophet_fallback_persistence:ModuleNotFoundError,8.352941176470589e-08,8.663649550242193e-08,49.62187041999462,0.058823529411764705,-0.06903302807190986
nya,random_forest,ok,1.1511360955598146e-07,1.2102422078708092e-07,68.56975981049743,0.11764705882352941,-0.05998325431625377
nya,xgboost,xgboost_fallback_gradient_boosting,1.1101631202597158e-07,1.1771204188925052e-07,66.48982773664795,0.058823529411764705,-0.08713257558322209
nya,gru,ok,0.00645103807121605,0.007585113463385096,3621330.1167227174,0.11764705882352941,-0.06637132990848163
nya,lstm,ok,0.00645103807121605,0.007585113463385096,3621330.1167227174,0.11764705882352941,-0.06637132990848163
ogroaringkitty,persistence,ok,0.0005094141176470589,0.0006430457346373538,14.828067437946196,0.0,0.0
ogroaringkitty,arima,ok,0.0026059430720710296,0.0027550440824275456,77.36221310465936,0.29411764705882354,-0.08712493249911012
ogroaringkitty,prophet,prophet_fallback_persistence:ModuleNotFoundError,0.0014888076470588236,0.0016198452651392718,44.95615587798805,0.35294117647058826,-0.05931087969141042
ogroaringkitty,random_forest,ok,0.0025980541794117674,0.0026944631430398966,76.29241263682127,0.29411764705882354,-0.08712493249911012
ogroaringkitty,xgboost,xgboost_fallback_gradient_boosting,0.002391508824757409,0.002521629556723147,70.59791951414144,0.29411764705882354,-0.08712493249911012
ogroaringkitty,gru,ok,0.015853046722124554,0.015871898413610502,446.3836690218487,0.29411764705882354,-0.08712493249911012
ogroaringkitty,lstm,ok,0.015853046722124554,0.015871898413610502,446.3836690218487,0.29411764705882354,-0.08712493249911012
omega2,persistence,ok,0.0001597470588235294,0.00022028606054534688,33.53322948788659,0.0,0.0
omega2,arima,ok,0.0006560729629095773,0.0006721295120351894,152.84820954205162,0.35294117647058826,-0.07683568696702538
omega2,prophet,prophet_fallback_persistence:ModuleNotFoundError,0.0006728411764705882,0.0006884172056758809,156.5121501463435,0.29411764705882354,-0.1085259217287032
omega2,random_forest,ok,0.002410841564705878,0.002617264626243363,503.2916730773511,0.29411764705882354,-0.140216156490381
omega2,xgboost,xgboost_fallback_gradient_boosting,0.0046249422849870036,0.0046392390179995375,1017.9545082560974,0.29411764705882354,-0.140216156490381
omega2,gru,ok,0.01075540187111767,0.013990013915563104,2055.633835531436,0.23529411764705882,-0.18095711607440368
omega2,lstm,ok,0.01075540187111767,0.013990013915563104,2055.633835531436,0.23529411764705882,-0.18095711607440368
optimusai,persistence,ok,0.005416576470588236,0.006075039975758087,12.61513954514645,0.0,0.0
optimusai,arima,ok,0.018825635441404413,0.020007738545165177,46.92114469794634,0.11764705882352941,-0.09056270831815416
optimusai,prophet,prophet_fallback_persistence:ModuleNotFoundError,0.018801947058823525,0.019983784942518356,46.86364062544951,0.11764705882352941,-0.07926639602050893
optimusai,random_forest,ok,0.019141328499999933,0.02035609012751037,47.62914926803139,0.11764705882352941,-0.09056270831815416
optimusai,xgboost,xgboost_fallback_gradient_boosting,0.01958844001073337,0.02090246408949325,48.74206240616657,0.11764705882352941,-0.09056270831815416
optimusai,gru,ok,0.008898092523989926,0.010582023196795605,23.03799271374948,0.35294117647058826,-0.022821543661604916
optimusai,lstm,ok,0.008898092523989926,0.010582023196795605,23.03799271374948,0.35294117647058826,-0.022821543661604916
oscar,persistence,ok,0.0011268758823529412,0.0014882403892497065,34.01707824548086,0.0,0.0
oscar,arima,ok,0.001793929806978409,0.0019170554760072605,65.60758611321775,0.4117647058823529,0.06330573274138185
oscar,prophet,prophet_fallback_persistence:ModuleNotFoundError,0.001675688235294118,0.0017921303034591184,61.102405331319076,0.4117647058823529,0.08615262313925642
oscar,random_forest,ok,0.006908342652941174,0.007086322920173452,241.0334657948455,0.29411764705882354,-0.04747024415786841
oscar,xgboost,xgboost_fallback_gradient_boosting,0.0020788990993670527,0.0023395476260124003,78.61499463958678,0.4117647058823529,0.06330573274138185
oscar,gru,ok,0.010609983843112392,0.011146436870239263,362.1575958606618,0.29411764705882354,-0.04747024415786841
oscar,lstm,ok,0.010609983843112392,0.011146436870239263,362.1575958606618,0.29411764705882354,-0.04747024415786841
pajamascat,persistence,ok,0.0003348364705882353,0.0003986876833843164,19.510150420798624,0.0,0.0
pajamascat,arima,ok,0.001042235330264622,0.0011032842523789178,67.56360076270303,0.17647058823529413,-0.10945657920772539
pajamascat,prophet,prophet_fallback_persistence:ModuleNotFoundError,0.001042235294117647,0.001103284218232093,67.56359858060418,0.17647058823529413,-0.09227254643288142
pajamascat,random_forest,ok,0.001464241685294117,0.0015726688212053988,94.87098526239808,0.17647058823529413,-0.10945657920772539
pajamascat,xgboost,xgboost_fallback_gradient_boosting,0.0012316312701461229,0.0013505145867018667,80.58841949696237,0.23529411764705882,-0.07508851365803744
pajamascat,gru,ok,0.010421749467248097,0.010555363883340012,625.910871865166,0.8823529411764706,0.1259040208404511
pajamascat,lstm,ok,0.010421749467248097,0.010555363883340012,625.910871865166,0.8823529411764706,0.1259040208404511
patriot,persistence,ok,0.0010051370588235295,0.0016071683299353117,55.89113224547167,0.0,0.0
patriot,arima,ok,0.003556709540144088,0.003684519799485174,331.22730404633575,0.35294117647058826,-0.05389813153248717
patriot,prophet,prophet_fallback_persistence:ModuleNotFoundError,0.0037675217647058818,0.003894555860364568,349.91275626179095,0.29411764705882354,-0.09497834606907092
patriot,random_forest,ok,0.0028625829941176482,0.00339834448015526,210.3958943125138,0.29411764705882354,-0.18735166954368054
patriot,xgboost,xgboost_fallback_gradient_boosting,0.0027239893992026115,0.0030735750041030034,210.26421445304902,0.23529411764705882,-0.2125209070730035
patriot,gru,ok,0.03794093284158013,0.04391506854139086,3501.3667073989327,0.5294117647058824,-0.03871447149632843
patriot,lstm,ok,0.03794093284158013,0.04391506854139086,3501.3667073989327,0.5294117647058824,-0.03871447149632843
peng,persistence,ok,0.014552447058823529,0.017052528209692334,37.34057326948132,0.0,0.0
peng,arima,ok,0.04187694663664615,0.04414276647644498,120.80505255461047,0.35294117647058826,-0.02795471077839381
peng,prophet,prophet_fallback_persistence:ModuleNotFoundError,0.04273473529411764,0.045001582278607,123.14364687046127,0.29411764705882354,-0.05044447099219629
peng,random_forest,ok,0.04328778673529408,0.04493027666382056,122.55581755892189,0.29411764705882354,-0.07293423120599878
peng,xgboost,xgboost_fallback_gradient_boosting,0.039445229235792446,0.041087146363535915,112.34333742772233,0.29411764705882354,-0.07293423120599878
peng,gru,ok,0.04379117803786272,0.05807489863178759,129.69497997214023,0.47058823529411764,-0.008026784480678659
peng,lstm,ok,0.04379117803786272,0.05807489863178759,129.69497997214023,0.47058823529411764,-0.008026784480678659
pestothebabykingpenguin,persistence,ok,0.00019055058823529413,0.00024119335899549434,14.068553956542834,0.0,0.0
pestothebabykingpenguin,arima,ok,0.00029740271859814366,0.0003546450337474895,23.99664158965347,0.4117647058823529,-0.00311510052514949
pestothebabykingpenguin,prophet,prophet_fallback_persistence:ModuleNotFoundError,0.0003407399999999999,0.00040068776695606175,27.38558495264309,0.35294117647058826,-0.012401869373438656
pestothebabykingpenguin,random_forest,ok,0.00038440939999999867,0.0004416073457798485,30.61940081820285,0.35294117647058826,-0.021688638221727816
pestothebabykingpenguin,xgboost,xgboost_fallback_gradient_boosting,0.00028812598973329274,0.00034999368313378234,23.326073447500338,0.4117647058823529,-0.021135899140483815
pestothebabykingpenguin,gru,ok,0.0021107150077000966,0.0026975239903188055,149.0280411426371,0.47058823529411764,0.00146619428828749
pestothebabykingpenguin,lstm,ok,0.0021107150077000966,0.0026975239903188055,149.0280411426371,0.47058823529411764,0.00146619428828749
phil,persistence,ok,0.0009696052941176471,0.0011759131960085568,11.707983590959515,0.0,0.0
phil,arima,ok,0.002159124612417089,0.0024675432803933656,26.533423206031603,0.35294117647058826,-0.039644227369718454
phil,prophet,prophet_fallback_persistence:ModuleNotFoundError,0.0021868723529411774,0.00249220835785194,26.8489350107129,0.29411764705882354,-0.047745153285913056
phil,random_forest,ok,0.003920023235294117,0.004210887154415839,47.05071970125553,0.23529411764705882,-0.0648057575726277
phil,xgboost,xgboost_fallback_gradient_boosting,0.003661227473700916,0.003988665632547034,44.16664676278902,0.23529411764705882,-0.0648057575726277
phil,gru,ok,0.030446542086773748,0.03644812242243515,322.1953395910141,0.23529411764705882,-0.042036706106490185
phil,lstm,ok,0.030446542086773748,0.03644812242243515,322.1953395910141,0.23529411764705882,-0.042036706106490185
pikaboss,persistence,ok,7.058823529411762e-09,9.0748521297303e-09,9.652194211017738,0.35294117647058826,0.0
pikaboss,arima,ok,8.6721516684663e-06,8.79629342217588e-06,11535.574436827608,0.4117647058823529,0.024626517273576096
pikaboss,prophet,prophet_fallback_persistence:ModuleNotFoundError,1.352941176470588e-08,1.5146344928922034e-08,18.697478991596636,0.23529411764705882,-0.011554621848739502
pikaboss,random_forest,ok,2.438439339269143e-08,2.5964971023711088e-08,32.82745621969527,0.23529411764705882,-0.024626517273576096
pikaboss,xgboost,xgboost_fallback_gradient_boosting,1.9222135268872773e-08,2.0300436180616468e-08,26.131946370469798,0.23529411764705882,-0.024626517273576096
pikaboss,gru,ok,0.006046283150696188,0.0060782920815923075,7965022.733894451,0.23529411764705882,-0.024626517273576096
pikaboss,lstm,ok,0.006046283150696188,0.0060782920815923075,7965022.733894451,0.23529411764705882,-0.024626517273576096
pochita,persistence,ok,0.0001866594117647059,0.0002451966113502531,27.524932905223476,0.0,0.0
pochita,arima,ok,0.0008519565363322285,0.0008935527903181387,143.64148139104012,0.058823529411764705,-0.18224983222073157
pochita,prophet,prophet_fallback_persistence:ModuleNotFoundError,0.0007377411764705883,0.0007861105871538013,126.38513926368282,0.058823529411764705,-0.15951117267582796
pochita,random_forest,ok,0.000815344138235292,0.0008727367525517803,139.6000353076349,0.11764705882352941,-0.1367725131309244
pochita,xgboost,xgboost_fallback_gradient_boosting,0.0008106623804415769,0.0008973220130193124,143.9311548371366,0.11764705882352941,-0.1367725131309244
pochita,gru,ok,0.02246818658803258,0.028223675442064625,3492.6702753247787,0.35294117647058826,-0.06381593466561253
pochita,lstm,ok,0.02246818658803258,0.028223675442064625,3492.6702753247787,0.35294117647058826,-0.06381593466561253
polydoge,persistence,ok,0.0,0.0,0.0,1.0,0.0
polydoge,arima,ok,0.0,0.0,0.0,1.0,0.0
polydoge,prophet,prophet_fallback_persistence:ModuleNotFoundError,0.0,0.0,0.0,1.0,0.0
polydoge,random_forest,ok,2.1092307692307804e-09,2.1092307692307804e-09,21.092307692307806,0.0,0.0
polydoge,xgboost,xgboost_fallback_gradient_boosting,2.1538461538461537e-09,2.1538461538461537e-09,21.538461538461537,0.0,0.0
